zone,geometry,sum_Hourly Flow_100m_radius
3921,"POLYGON ((360330.1113083512 174922.27689850348, 360319.0865429033 174850.15003749589, 360251.5987693288 174829.2568854072, 360195.13571031037 174880.49122410076, 360206.16098086693 174952.6183993935, 360273.648805326 174973.5109217012, 360330.1113083512 174922.27689850348))",0
3922,"POLYGON ((360206.16098086693 174952.6183993935, 360195.13571031037 174880.49122410076, 360127.64696777426 174859.59809635213, 360071.18344491575 174910.83277368417, 360082.20922060136 174982.96026325278, 360149.6980140122 175003.85276121198, 360206.16098086693 174952.6183993935))",0
3923,"POLYGON ((360082.20922060136 174982.96026325278, 360071.18344491575 174910.83277368417, 360003.693733426 174889.9396702812, 359947.2297467503 174941.17468625034, 359958.2560275853 175013.30249009898, 360025.7457899413 175034.194963702, 360082.20922060136 174982.96026325278))",0
3924,"POLYGON ((360408.6225672069 175015.29538524407, 360397.59816385346 174943.16944516182, 360330.1113083512 174922.27689850348, 360273.648805326 174973.5109217012, 360284.6737137951 175045.63717604725, 360352.1606201679 175066.52909292968, 360408.6225672069 175015.29538524407))",0
3925,"POLYGON ((360284.6737137951 175045.63717604725, 360273.648805326 174973.5109217012, 360206.16098086693 174952.6183993935, 360149.6980140122 175003.85276121198, 360160.72342761734 175075.9793298205, 360228.2113029356 175096.87122234236, 360284.6737137951 175045.63717604725))",0
3926,"POLYGON ((360160.72342761734 175075.9793298205, 360149.6980140122 175003.85276121198, 360082.20922060136 174982.96026325278, 360025.7457899413 175034.194963702, 360036.7717087026 175106.32184657286, 360104.2605529637 175127.2137147314, 360160.72342761734 175075.9793298205))",0
3927,"POLYGON ((360363.1851665308 175138.65442632273, 360352.1606201679 175066.52909292968, 360284.6737137951 175045.63717604725, 360228.2113029356 175096.87122234236, 360239.2363544423 175168.99686997867, 360306.72331165825 175189.8881570745, 360363.1851665308 175138.65442632273))",0
3928,"POLYGON ((360239.2363544423 175168.99686997867, 360228.2113029356 175096.87122234236, 360160.72342761734 175075.9793298205, 360104.2605529637 175127.2137147314, 360115.28610963206 175199.339676611, 360182.77403578535 175220.23093933426, 360239.2363544423 175168.99686997867))",0
3929,"POLYGON ((360115.28610963206 175199.339676611, 360104.2605529637 175127.2137147314, 360036.7717087026 175106.32184657286, 359980.30837027857 175157.5565700975, 359991.3344321303 175229.6828462197, 360058.8233272177 175250.5740845711, 360115.28610963206 175199.339676611))",0
3930,"POLYGON ((360858.96608705434 175017.28828132804, 360847.94356106414 174945.16420491878, 360780.4605305334 174924.27219062543, 360723.9999751068 174975.50488248473, 360735.02300615964 175047.6292731408, 360802.5060875715 175068.52065768867, 360858.96608705434 175017.28828132804))",0
3931,"POLYGON ((361061.41053733905 175079.96192700882, 361050.3888785523 175007.83908571798, 360982.90773507516 174986.94765246188, 360926.44819950254 175038.1796902286, 360937.47036334017 175110.3028457542, 361004.951557693 175131.19364927337, 361061.41053733905 175079.96192700882))",0
3932,"POLYGON ((360937.47036334017 175110.3028457542, 360926.44819950254 175038.1796902286, 360858.96608705434 175017.28828132804, 360802.5060875715 175068.52065768867, 360813.5287564798 175140.64412744058, 360881.01091979427 175161.53490659775, 360937.47036334017 175110.3028457542))",0
3933,"POLYGON ((360813.5287564798 175140.64412744058, 360802.5060875715 175068.52065768867, 360735.02300615964 175047.6292731408, 360678.56254279206 175098.86198809958, 360689.58571678965 175170.98577207496, 360757.0688490589 175191.876526866, 360813.5287564798 175140.64412744058))",0
3934,"POLYGON ((361015.9733593587 175203.31588389905, 361004.951557693 175131.19364927337, 360937.47036334017 175110.3028457542, 360881.01091979427 175161.53490659775, 360892.033226536 175233.65745543066, 360959.5144717418 175254.54762921063, 361015.9733593587 175203.31588389905))",0.114406625
3935,"POLYGON ((360892.033226536 175233.65745543066, 360881.01091979427 175161.53490659775, 360813.5287564798 175140.64412744058, 360757.0688490589 175191.876526866, 360768.09166089795 175263.99938990816, 360835.57387505396 175284.8895393128, 360892.033226536 175233.65745543066))",0.079706681
3936,"POLYGON ((360768.09166089795 175263.99938990816, 360757.0688490589 175191.876526866, 360689.58571678965 175170.98577207496, 360633.1253455196 175222.21851009002, 360644.14866247517 175294.3416873415, 360711.6318455767 175315.23181236367, 360768.09166089795 175263.99938990816))",0.090679477
3937,"POLYGON ((361094.47507507994 175296.3273957618, 361083.4536356071 175224.20608204382, 361015.9733593587 175203.31588389905, 360959.5144717418 175254.54762921063, 360970.53641629743 175326.66925711813, 361038.01674338186 175347.55882551952, 361094.47507507994 175296.3273957618))",0.114406625
3938,"POLYGON ((360970.53641629743 175326.66925711813, 360959.5144717418 175254.54762921063, 360892.033226536 175233.65745543066, 360835.57387505396 175284.8895393128, 360846.5963247133 175357.01148141042, 360914.07762074587 175377.90102543292, 360970.53641629743 175326.66925711813))",0.114406625
3939,"POLYGON ((360846.5963247133 175357.01148141042, 360835.57387505396 175284.8895393128, 360768.09166089795 175263.99938990816, 360711.6318455767 175315.23181236367, 360722.6548003605 175387.3540686508, 360790.13706533355 175408.24358828797, 360846.5963247133 175357.01148141042))",0.090679477
3940,"POLYGON ((360487.1325458672 175108.31234563392, 360476.10850462696 175036.18732648488, 360408.6225672069 175015.29538524407, 360352.1606201679 175066.52909292968, 360363.1851665308 175138.65442632273, 360430.67115480464 175159.54573778686, 360487.1325458672 175108.31234563392))",0
3941,"POLYGON ((360689.58571678965 175170.98577207496, 360678.56254279206 175098.86198809958, 360611.0784924209 175077.97062790947, 360554.61756519286 175129.2036814607, 360565.64124429977 175201.32777966524, 360633.1253455196 175222.21851009002, 360689.58571678965 175170.98577207496))",0
3942,"POLYGON ((360565.64124429977 175201.32777966524, 360554.61756519286 175129.2036814607, 360487.1325458672 175108.31234563392, 360430.67115480464 175159.54573778686, 360441.6953390415 175231.67015021696, 360509.1804092057 175252.5608562664, 360565.64124429977 175201.32777966524))",0
3943,"POLYGON ((360441.6953390415 175231.67015021696, 360430.67115480464 175159.54573778686, 360363.1851665308 175138.65442632273, 360306.72331165825 175189.8881570745, 360317.7480010457 175262.01288373017, 360385.2340401483 175282.90356540284, 360441.6953390415 175231.67015021696))",0
3944,"POLYGON ((360644.14866247517 175294.3416873415, 360633.1253455196 175222.21851009002, 360565.64124429977 175201.32777966524, 360509.1804092057 175252.5608562664, 360520.20423129684 175324.6843477222, 360587.68838334037 175345.57444837037, 360644.14866247517 175294.3416873415))",0.090679477
3945,"POLYGON ((360520.20423129684 175324.6843477222, 360509.1804092057 175252.5608562664, 360441.6953390415 175231.67015021696, 360385.2340401483 175282.90356540284, 360396.2583673969 175355.02737106936, 360463.7434883752 175375.91744733154, 360520.20423129684 175324.6843477222))",0
3946,"POLYGON ((360722.6548003605 175387.3540686508, 360711.6318455767 175315.23181236367, 360644.14866247517 175294.3416873415, 360587.68838334037 175345.57444837037, 360598.7118432663 175417.69701884134, 360666.1950771771 175438.5865140939, 360722.6548003605 175387.3540686508))",0.090679477
3947,"POLYGON ((360598.7118432663 175417.69701884134, 360587.68838334037 175345.57444837037, 360520.20423129684 175324.6843477222, 360463.7434883752 175375.91744733154, 360474.7674534634 175448.04033199052, 360542.25165630586 175468.92980285356, 360598.7118432663 175417.69701884134))",0.070383905
3948,"POLYGON ((360474.7674534634 175448.04033199052, 360463.7434883752 175375.91744733154, 360396.2583673969 175355.02737106936, 360339.7971607115 175406.2608092556, 360350.82163098175 175478.3840080977, 360418.30680275155 175499.27345457114, 360474.7674534634 175448.04033199052))",0
3949,"POLYGON ((360677.2181749183 175510.70816357358, 360666.1950771771 175438.5865140939, 360598.7118432663 175417.69701884134, 360542.25165630586 175468.92980285356, 360553.2752592164 175541.0517664979, 360620.75854391133 175561.94063196395, 360677.2181749183 175510.70816357358))",0.070383905
3950,"POLYGON ((361139.9120593358 175172.9746753056, 361128.8907627268 175100.85275489063, 361061.41053733905 175079.96192700882, 361004.951557693 175131.19364927337, 361015.9733593587 175203.31588389905, 361083.4536356071 175224.20608204382, 361139.9120593358 175172.9746753056))",0.054995516
3951,"POLYGON ((361466.28245431604 175205.30398929905, 361455.262529974 175133.18361815938, 361387.7851606282 175112.29334692028, 361331.32766475406 175163.524076526, 361342.34809411963 175235.64476185932, 361409.8255143292 175256.53440338833, 361466.28245431604 175205.30398929905))",0.22804537
3952,"POLYGON ((361342.34809411963 175235.64476185932, 361331.32766475406 175163.524076526, 361263.8493264351 175142.63382964744, 361207.3913666224 175193.8648978208, 361218.4123010314 175265.98589734716, 361285.89069020504 175286.87551450147, 361342.34809411963 175235.64476185932))",0.230672145
3953,"POLYGON ((361218.4123010314 175265.98589734716, 361207.3913666224 175193.8648978208, 361139.9120593358 175172.9746753056, 361083.4536356071 175224.20608204382, 361094.47507507994 175296.3273957618, 361161.9544332122 175317.21698854427, 361218.4123010314 175265.98589734716))",0.177782257
3954,"POLYGON ((361420.8455814694 175328.6541678395, 361409.8255143292 175256.53440338833, 361342.34809411963 175235.64476185932, 361285.89069020504 175286.87551450147, 361296.9112623955 175358.99559313006, 361364.38873344555 175379.88460493623, 361420.8455814694 175328.6541678395))",0.230672145
3955,"POLYGON ((361296.9112623955 175358.99559313006, 361285.89069020504 175286.87551450147, 361218.4123010314 175265.98589734716, 361161.9544332122 175317.21698854427, 361172.97551047325 175389.33738134464, 361240.4539504767 175410.22636876762, 361296.9112623955 175358.99559313006))",0.1843966
3956,"POLYGON ((361172.97551047325 175389.33738134464, 361161.9544332122 175317.21698854427, 361094.47507507994 175296.3273957618, 361038.01674338186 175347.55882551952, 361049.0383257338 175419.67953249026, 361116.51773468603 175440.5684955258, 361172.97551047325 175389.33738134464))",0.144572707
3957,"POLYGON ((361499.3417884548 175421.66204759205, 361488.3220835598 175349.5432040288, 361420.8455814694 175328.6541678395, 361364.38873344555 175379.88460493623, 361375.40894339705 175452.00376265217, 361442.88549631205 175472.89216911863, 361499.3417884548 175421.66204759205))",0
3958,"POLYGON ((361375.40894339705 175452.00376265217, 361364.38873344555 175379.88460493623, 361296.9112623955 175358.99559313006, 361240.4539504767 175410.22636876762, 361251.474665506 175482.34584063973, 361318.9521873706 175503.23422271386, 361375.40894339705 175452.00376265217))",0.089577191
3959,"POLYGON ((361251.474665506 175482.34584063973, 361240.4539504767 175410.22636876762, 361172.97551047325 175389.33738134464, 361116.51773468603 175440.5684955258, 361127.53895481204 175512.68828155054, 361195.0174456227 175533.57663923228, 361251.474665506 175482.34584063973))",0.089577191
3960,"POLYGON ((360317.7480010457 175262.01288373017, 360306.72331165825 175189.8881570745, 360239.2363544423 175168.99686997867, 360182.77403578535 175220.23093933426, 360193.799230342 175292.35598021344, 360261.2862383799 175313.24663750996, 360317.7480010457 175262.01288373017))",0
3961,"POLYGON ((360193.799230342 175292.35598021344, 360182.77403578535 175220.23093933426, 360115.28610963206 175199.339676611, 360058.8233272177 175250.5740845711, 360069.8490269624 175322.6994396709, 360137.33700392745 175343.59007258707, 360193.799230342 175292.35598021344))",0
3962,"POLYGON ((360396.2583673969 175355.02737106936, 360385.2340401483 175282.90356540284, 360317.7480010457 175262.01288373017, 360261.2862383799 175313.24663750996, 360272.3110708024 175385.3707573773, 360339.7971607115 175406.2608092556, 360396.2583673969 175355.02737106936))",0
3963,"POLYGON ((360272.3110708024 175385.3707573773, 360261.2862383799 175313.24663750996, 360193.799230342 175292.35598021344, 360137.33700392745 175343.59007258707, 360148.36234154704 175415.71450665809, 360215.8494003806 175436.60453414824, 360272.3110708024 175385.3707573773))",0
3964,"POLYGON ((360148.36234154704 175415.71450665809, 360137.33700392745 175343.59007258707, 360069.8490269624 175322.6994396709, 360013.3863368245 175373.93387064058, 360024.41217965994 175446.0586189138, 360091.90020741185 175466.94862201298, 360148.36234154704 175415.71450665809))",0
3965,"POLYGON ((360350.82163098175 175478.3840080977, 360339.7971607115 175406.2608092556, 360272.3110708024 175385.3707573773, 360215.8494003806 175436.60453414824, 360226.87437585427 175508.72804717696, 360294.36051654327 175529.61746924813, 360350.82163098175 175478.3840080977))",0
3966,"POLYGON ((360226.87437585427 175508.72804717696, 360215.8494003806 175436.60453414824, 360148.36234154704 175415.71450665809, 360091.90020741185 175466.94862201298, 360102.92568810936 175539.07244922692, 360170.4127977128 175559.96184689796, 360226.87437585427 175508.72804717696))",0
3967,"POLYGON ((360102.92568810936 175539.07244922692, 360091.90020741185 175466.94862201298, 360024.41217965994 175446.0586189138, 359967.94958183786 175497.2930728548, 359978.9755677773 175569.41721425048, 360046.4636462909 175590.30658751918, 360102.92568810936 175539.07244922692))",0
3968,"POLYGON ((360305.38512985205 175601.74006122682, 360294.36051654327 175529.61746924813, 360226.87437585427 175508.72804717696, 360170.4127977128 175559.96184689796, 360181.43791625113 175632.08475304063, 360248.9241076961 175652.97354529414, 360305.38512985205 175601.74006122682))",0
3969,"POLYGON ((360181.43791625113 175632.08475304063, 360170.4127977128 175559.96184689796, 360102.92568810936 175539.07244922692, 360046.4636462909 175590.30658751918, 360057.4892700786 175662.42980782728, 360124.9764304294 175683.31857567135, 360181.43791625113 175632.08475304063))",0
3970,"POLYGON ((361049.0383257338 175419.67953249026, 361038.01674338186 175347.55882551952, 360970.53641629743 175326.66925711813, 360914.07762074587 175377.90102543292, 360925.0997082068 175450.0220465726, 360992.5800861033 175470.91098522284, 361049.0383257338 175419.67953249026))",0.114406625
3971,"POLYGON ((360925.0997082068 175450.0220465726, 360914.07762074587 175377.90102543292, 360846.5963247133 175357.01148141042, 360790.13706533355 175408.24358828797, 360801.15965792513 175480.36492359726, 360868.6410047599 175501.25383785798, 360925.0997082068 175450.0220465726))",0.059411109
3972,"POLYGON ((360801.15965792513 175480.36492359726, 360790.13706533355 175408.24358828797, 360722.6548003605 175387.3540686508, 360666.1950771771 175438.5865140939, 360677.2181749183 175510.70816357358, 360744.70049068576 175531.5970534369, 360801.15965792513 175480.36492359726))",0.090679477
3973,"POLYGON ((361127.53895481204 175512.68828155054, 361116.51773468603 175440.5684955258, 361049.0383257338 175419.67953249026, 360992.5800861033 175470.91098522284, 361003.6018113464 175543.0310853974, 361071.08127109706 175563.91941868252, 361127.53895481204 175512.68828155054))",0.061609859
3974,"POLYGON ((361003.6018113464 175543.0310853974, 360992.5800861033 175470.91098522284, 360925.0997082068 175450.0220465726, 360868.6410047599 175501.25383785798, 360879.66323513957 175573.37425218167, 360947.1436638234 175594.26256106945, 361003.6018113464 175543.0310853974))",0
3975,"POLYGON ((360879.66323513957 175573.37425218167, 360868.6410047599 175501.25383785798, 360801.15965792513 175480.36492359726, 360744.70049068576 175531.5970534369, 360755.7232262214 175603.71778190904, 360823.20462383446 175624.60606639384, 360879.66323513957 175573.37425218167))",0
3976,"POLYGON ((361082.10263410065 175636.03859788, 361071.08127109706 175563.91941868252, 361003.6018113464 175543.0310853974, 360947.1436638234 175594.26256106945, 360958.16553197143 175666.3820543934, 361025.6450424936 175687.26975791954, 361082.10263410065 175636.03859788))",0
3977,"POLYGON ((360958.16553197143 175666.3820543934, 360947.1436638234 175594.26256106945, 360879.66323513957 175573.37425218167, 360823.20462383446 175624.60606639384, 360834.2269971461 175696.72587385483, 360901.7074765933 175717.61355296738, 360958.16553197143 175666.3820543934))",0
3978,"POLYGON ((360834.2269971461 175696.72587385483, 360823.20462383446 175624.60606639384, 360755.7232262214 175603.71778190904, 360699.2641511601 175654.94993466337, 360710.2870296551 175727.07005625515, 360777.768478022 175747.95771095756, 360834.2269971461 175696.72587385483))",0
3979,"POLYGON ((361036.66654839186 175759.38833024306, 361025.6450424936 175687.26975791954, 360958.16553197143 175666.3820543934, 360901.7074765933 175717.61355296738, 360912.7294876605 175789.73243940034, 360980.20904893114 175810.61951314914, 361036.66654839186 175759.38833024306))",0
3980,"POLYGON ((360553.2752592164 175541.0517664979, 360542.25165630586 175468.92980285356, 360474.7674534634 175448.04033199052, 360418.30680275155 175499.27345457114, 360429.3309108509 175571.39573238092, 360496.81516446837 175592.28457344678, 360553.2752592164 175541.0517664979))",0
3981,"POLYGON ((360429.3309108509 175571.39573238092, 360418.30680275155 175499.27345457114, 360350.82163098175 175478.3840080977, 360294.36051654327 175529.61746924813, 360305.38512985205 175601.74006122682, 360372.87035238603 175622.62887788902, 360429.3309108509 175571.39573238092))",0
3982,"POLYGON ((360755.7232262214 175603.71778190904, 360744.70049068576 175531.5970534369, 360677.2181749183 175510.70816357358, 360620.75854391133 175561.94063196395, 360631.78178462415 175634.0616745873, 360699.2641511601 175654.94993466337, 360755.7232262214 175603.71778190904))",0
3983,"POLYGON ((360631.78178462415 175634.0616745873, 360620.75854391133 175561.94063196395, 360553.2752592164 175541.0517664979, 360496.81516446837 175592.28457344678, 360507.8389103768 175664.40593021712, 360575.3222458312 175685.2941658895, 360631.78178462415 175634.0616745873))",0
3984,"POLYGON ((360507.8389103768 175664.40593021712, 360496.81516446837 175592.28457344678, 360429.3309108509 175571.39573238092, 360372.87035238603 175622.62887788902, 360383.89460351097 175694.75054880563, 360451.37890787784 175715.63876006583, 360507.8389103768 175664.40593021712))",0
3985,"POLYGON ((360710.2870296551 175727.07005625515, 360699.2641511601 175654.94993466337, 360631.78178462415 175634.0616745873, 360575.3222458312 175685.2941658895, 360586.34562952927 175757.4146016077, 360653.82804680965 175778.30223188945, 360710.2870296551 175727.07005625515))",0
3986,"POLYGON ((360586.34562952927 175757.4146016077, 360575.3222458312 175685.2941658895, 360507.8389103768 175664.40593021712, 360451.37890787784 175715.63876006583, 360462.4027967983 175787.75950991118, 360529.8861829886 175808.6471157765, 360586.34562952927 175757.4146016077))",0
3987,"POLYGON ((360462.4027967983 175787.75950991118, 360451.37890787784 175715.63876006583, 360383.89460351097 175694.75054880563, 360327.434137332 175745.983717205, 360338.4585314953 175818.10478117684, 360405.9428865881 175838.99236261862, 360462.4027967983 175787.75950991118))",0
3988,"POLYGON ((360664.85106827645 175850.4217465442, 360653.82804680965 175778.30223188945, 360586.34562952927 175757.4146016077, 360529.8861829886 175808.6471157765, 360540.9097096848 175880.7669445392, 360608.39217768575 175901.65394502028, 360664.85106827645 175850.4217465442))",0
3989,"POLYGON ((360540.9097096848 175880.7669445392, 360529.8861829886 175808.6471157765, 360462.4027967983 175787.75950991118, 360405.9428865881 175838.99236261862, 360416.966918534 175911.11250549083, 360484.4503554343 175931.99948153982, 360540.9097096848 175880.7669445392))",0
3990,"POLYGON ((360383.89460351097 175694.75054880563, 360372.87035238603 175622.62887788902, 360305.38512985205 175601.74006122682, 360248.9241076961 175652.97354529414, 360259.9488640568 175725.0955303585, 360327.434137332 175745.983717205, 360383.89460351097 175694.75054880563))",0
3991,"POLYGON ((360259.9488640568 175725.0955303585, 360248.9241076961 175652.97354529414, 360181.43791625113 175632.08475304063, 360124.9764304294 175683.31857567135, 360136.001692046 175755.4408748806, 360203.4879342231 175776.32903730997, 360259.9488640568 175725.0955303585))",0
3992,"POLYGON ((360136.001692046 175755.4408748806, 360124.9764304294 175683.31857567135, 360057.4892700786 175662.42980782728, 360001.02732061595 175713.66396902502, 360012.053087509 175785.78658237623, 360079.54029858205 175806.67472038348, 360136.001692046 175755.4408748806))",0
3993,"POLYGON ((360338.4585314953 175818.10478117684, 360327.434137332 175745.983717205, 360259.9488640568 175725.0955303585, 360203.4879342231 175776.32903730997, 360214.51283364865 175848.45041540824, 360281.99815763935 175869.33797242434, 360338.4585314953 175818.10478117684))",0
3994,"POLYGON ((360214.51283364865 175848.45041540824, 360203.4879342231 175776.32903730997, 360136.001692046 175755.4408748806, 360079.54029858205 175806.67472038348, 360090.56570329017 175878.79641260474, 360158.05199617444 175899.68394519796, 360214.51283364865 175848.45041540824))",0
3995,"POLYGON ((360090.56570329017 175878.79641260474, 360079.54029858205 175806.67472038348, 360012.053087509 175785.78658237623, 359955.5912304398 175837.02076643484, 359966.61714045086 175909.14277277968, 360034.10440222145 175930.03028094087, 360090.56570329017 175878.79641260474))",0
3996,"POLYGON ((360416.966918534 175911.11250549083, 360405.9428865881 175838.99236261862, 360338.4585314953 175818.10478117684, 360281.99815763935 175869.33797242434, 360293.0226948539 175941.4584294011, 360360.5071006493 175962.34538102016, 360416.966918534 175911.11250549083))",0
3997,"POLYGON ((360293.0226948539 175941.4584294011, 360281.99815763935 175869.33797242434, 360214.51283364865 175848.45041540824, 360158.05199617444 175899.68394519796, 360169.07703867846 175971.80471628136, 360236.56241336284 175992.69164346415, 360293.0226948539 175941.4584294011))",0
3998,"POLYGON ((360169.07703867846 175971.80471628136, 360158.05199617444 175899.68394519796, 360090.56570329017 175878.79641260474, 360034.10440222145 175930.03028094087, 360045.1299500347 176002.15136612806, 360112.61629360233 176023.03826887527, 360169.07703867846 175971.80471628136))",0
3999,"POLYGON ((360371.5312756341 176034.4649168676, 360360.5071006493 175962.34538102016, 360293.0226948539 175941.4584294011, 360236.56241336284 175992.69164346415, 360247.58709364163 176064.8114933977, 360315.071550114 176085.69781518064, 360371.5312756341 176034.4649168676))",0
4000,"POLYGON ((358011.1907724387 171111.39196703595, 358000.15492938505 171039.23108823248, 357932.63717458094 171018.31417389237, 357876.155211294 171069.55876808922, 357887.19155907695 171141.71996191982, 357954.7093654103 171162.6362465236, 358011.1907724387 171111.39196703595))",0
4001,"POLYGON ((358089.7430913245 171204.46823407162, 358078.7076096355 171132.30827567884, 358011.1907724387 171111.39196703595, 357954.7093654103 171162.6362465236, 357965.7453518351 171234.79651993007, 358033.26224054635 171255.71219883522, 358089.7430913245 171204.46823407162))",0
4002,"POLYGON ((357965.7453518351 171234.79651993007, 357954.7093654103 171162.6362465236, 357887.19155907695 171141.71996191982, 357830.7096876515 171192.96458046726, 357841.7461788299 171265.12516888382, 357909.2640366721 171286.0408237407, 357965.7453518351 171234.79651993007))",0
4003,"POLYGON ((358168.294131205 171297.5429750051, 358157.25901090086 171225.3839370251, 358089.7430913245 171204.46823407162, 358033.26224054635 171255.71219883522, 358044.297865593 171327.87155180838, 358111.813836669 171348.78662502056, 358168.294131205 171297.5429750051))",0
4004,"POLYGON ((358044.297865593 171327.87155180838, 358033.26224054635 171255.71219883522, 357965.7453518351 171234.79651993007, 357909.2640366721 171286.0408237407, 357920.30016647937 171358.20049170277, 357987.8171066822 171379.11554085888, 358044.297865593 171327.87155180838))",0
4005,"POLYGON ((357920.30016647937 171358.20049170277, 357909.2640366721 171286.0408237407, 357841.7461788299 171265.12516888382, 357785.2643993065 171316.36981174222, 357796.30103389506 171388.5297946938, 357863.8189432191 171409.44481979316, 357920.30016647937 171358.20049170277))",0
4006,"POLYGON ((358122.84910031804 171420.9450575505, 358111.813836669 171348.78662502056, 358044.297865593 171327.87155180838, 357987.8171066822 171379.11554085888, 357998.85287509835 171451.27428835852, 358066.3688976517 171472.18873182737, 358122.84910031804 171420.9450575505))",0
4007,"POLYGON ((357998.85287509835 171451.27428835852, 357987.8171066822 171379.11554085888, 357920.30016647937 171358.20049170277, 357863.8189432191 171409.44481979316, 357874.85521642346 171481.6038822626, 357942.3722080932 171502.51830166404, 357998.85287509835 171451.27428835852))",0
4008,"POLYGON ((358077.40430465766 171544.3465588484, 358066.3688976517 171472.18873182737, 357998.85287509835 171451.27428835852, 357942.3722080932 171502.51830166404, 357953.40811989346 171574.67644363642, 358020.924193898 171595.59025735053, 358077.40430465766 171544.3465588484))",0
4009,"POLYGON ((357953.40811989346 171574.67644363642, 357942.3722080932 171502.51830166404, 357874.85521642346 171481.6038822626, 357818.3740851043 171532.84823459393, 357829.41050171934 171605.00669151905, 357896.9275448323 171625.92048115662, 357953.40811989346 171574.67644363642))",0
4010,"POLYGON ((357639.1888317907 171202.3770409954, 357628.1514744946 171130.2152171085, 357560.6308122772 171109.29837486858, 357504.1474558486 171160.54398628307, 357515.18531793024 171232.70612519636, 357582.70603165147 171253.6223376674, 357639.1888317907 171202.3770409954))",0
4011,"POLYGON ((357841.7461788299 171265.12516888382, 357830.7096876515 171192.96458046726, 357763.1909121829 171172.04831990675, 357706.70857638825 171223.2932775133, 357717.74557234085 171295.4541809393, 357785.2643993065 171316.36981174222, 357841.7461788299 171265.12516888382))",0
4012,"POLYGON ((357717.74557234085 171295.4541809393, 357706.70857638825 171223.2932775133, 357639.1888317907 171202.3770409954, 357582.70603165147 171253.6223376674, 357593.74353239796 171325.78355609713, 357661.26332848315 171346.699162849, 357717.74557234085 171295.4541809393))",0
4013,"POLYGON ((357593.74353239796 171325.78355609713, 357582.70603165147 171253.6223376674, 357515.18531793024 171232.70612519636, 357458.7020534715 171283.9517609324, 357469.74005903193 171356.11329437152, 357537.2608242307 171377.02887706307, 357593.74353239796 171325.78355609713))",0
4014,"POLYGON ((357796.30103389506 171388.5297946938, 357785.2643993065 171316.36981174222, 357717.74557234085 171295.4541809393, 357661.26332848315 171346.699162849, 357672.3004678719 171418.85946078802, 357739.81934631127 171439.77446182427, 357796.30103389506 171388.5297946938))",0
4015,"POLYGON ((357672.3004678719 171418.85946078802, 357661.26332848315 171346.699162849, 357593.74353239796 171325.78355609713, 357537.2608242307 171377.02887706307, 357548.2984684403 171449.1894899924, 357615.81831599015 171470.1044669627, 357672.3004678719 171418.85946078802))",0
4016,"POLYGON ((357874.85521642346 171481.6038822626, 357863.8189432191 171409.44481979316, 357796.30103389506 171388.5297946938, 357739.81934631127 171439.77446182427, 357750.85612432304 171511.9338392634, 357818.3740851043 171532.84823459393, 357874.85521642346 171481.6038822626))",0
4017,"POLYGON ((357750.85612432304 171511.9338392634, 357739.81934631127 171439.77446182427, 357672.3004678719 171418.85946078802, 357615.81831599015 171470.1044669627, 357626.8555988289 171542.26415936806, 357694.3745287156 171563.17853062833, 357750.85612432304 171511.9338392634))",0
4018,"POLYGON ((357626.8555988289 171542.26415936806, 357615.81831599015 171470.1044669627, 357548.2984684403 171449.1894899924, 357491.81585228594 171500.43483521056, 357502.8536399715 171572.59484258218, 357570.3735389599 171593.50918976584, 357626.8555988289 171542.26415936806))",0
4019,"POLYGON ((357829.41050171934 171605.00669151905, 357818.3740851043 171532.84823459393, 357750.85612432304 171511.9338392634, 357694.3745287156 171563.17853062833, 357705.4114501654 171635.33730250056, 357772.9294623799 171656.25106805656, 357829.41050171934 171605.00669151905))",0
4020,"POLYGON ((357548.2984684403 171449.1894899924, 357537.2608242307 171377.02887706307, 357469.74005903193 171356.11329437152, 357413.2568865815 171407.35895439307, 357424.2950356314 171479.5198823042, 357491.81585228594 171500.43483521056, 357548.2984684403 171449.1894899924))",0
4021,"POLYGON ((357424.2950356314 171479.5198823042, 357413.2568865815 171407.35895439307, 357345.73515227414 171386.44339576177, 357289.251515565 171437.68939483957, 357300.2901694749 171509.85063773883, 357367.8119552274 171530.7655665708, 357424.2950356314 171479.5198823042))",0
4022,"POLYGON ((357300.2901694749 171509.85063773883, 357289.251515565 171437.68939483957, 357221.72881215374 171416.7738602722, 357165.24471121206 171468.02019841183, 357176.2838700022 171540.18175629363, 357243.8066248497 171561.09666105395, 357300.2901694749 171509.85063773883))",0
4023,"POLYGON ((357502.8536399715 171572.59484258218, 357491.81585228594 171500.43483521056, 357424.2950356314 171479.5198823042, 357367.8119552274 171530.7655665708, 357378.85024778184 171602.92588891002, 357446.37111586495 171623.84021201287, 357502.8536399715 171572.59484258218))",0
4024,"POLYGON ((357378.85024778184 171602.92588891002, 357367.8119552274 171530.7655665708, 357300.2901694749 171509.85063773883, 357243.8066248497 171561.09666105395, 357254.8454222889 171633.25729835726, 357322.36725946266 171654.17159737996, 357378.85024778184 171602.92588891002))",0
4025,"POLYGON ((357581.4109652627 171665.66827658942, 357570.3735389599 171593.50918976584, 357502.8536399715 171572.59484258218, 357446.37111586495 171623.84021201287, 357457.4090470414 171695.99961378565, 357524.92899744463 171716.91333117214, 357581.4109652627 171665.66827658942))",0
